x_c y_c z_c m m_abs mu_pr mu_abs sigma_pr post_stdev post_res
-500000.000000 271006.350274 953.590572 -240.8169 1019.7525 -233.5694 1027.0000 5.0000 3.5029 0.5092
-500000.000000 271006.350274 1489.335126 -326.1881 1017.5111 -316.6992 1027.0000 5.0000 3.5020 0.5094
-500000.000000 271006.350274 2144.113921 -423.3122 1015.0412 -411.3534 1027.0000 5.0000 3.5019 0.5095
-500000.000000 271006.350274 2917.926957 -548.3245 1012.6928 -534.0173 1027.0000 5.0000 3.5024 0.5093
-500000.000000 271006.350274 3810.774234 -765.2033 1007.2011 -745.4044 1027.0000 5.0000 3.5033 0.5091
-500000.000000 271006.350274 4822.655752 369.8181 2907.4162 362.4020 2900.0000 20.0000 12.6799 0.5981
-500000.000000 271006.350274 5953.571511 210.3597 2895.4242 214.9355 2900.0000 50.0000 25.2705 0.7446
-500000.000000 271006.350274 7203.521511 111.4629 2859.0581 152.4048 2900.0000 100.0000 39.7677 0.8419
-500000.000000 271006.350274 8572.505752 53.8500 2857.6538 96.1962 2900.0000 109.1645 43.4111 0.8419
-500000.000000 271006.350274 10060.524234 238.6279 3134.5174 283.6793 3179.5689 141.2408 50.7087 0.8711
-500000.000000 271006.350274 11667.576957 229.1539 3183.8307 266.5781 3221.2549 151.6618 53.6360 0.8749
-500000.000000 271006.350274 13393.663921 170.3963 3173.9100 263.8596 3267.3733 233.7236 67.7528 0.9160
-500000.000000 271006.350274 15238.785126 157.2994 3198.0287 259.2707 3300.0000 248.0798 69.8640 0.9207
-500000.000000 271006.350274 17202.940572 118.7945 3185.8544 232.9401 3300.0000 260.9690 71.7699 0.9244
-500000.000000 271006.350274 19286.130259 80.6046 3172.2671 208.3375 3300.0000 273.3015 73.3607 0.9279
-500000.000000 271006.350274 21488.354186 52.4480 3157.3117 195.1364 3300.0000 285.9017 74.8726 0.9314
-500000.000000 271006.350274 23809.612355 25.6378 3138.4583 187.1795 3300.0000 298.6036 76.7210 0.9340
-500000.000000 294572.119864 60.562355 -16.9625 1026.5335 -16.4960 1027.0000 5.0000 3.5080 0.5078
-500000.000000 294572.119864 239.204186 -122.3472 1023.9247 -119.2719 1027.0000 5.0000 3.5050 0.5086
-500000.000000 294572.119864 536.880259 -166.5275 1022.7019 -162.2294 1027.0000 5.0000 3.5036 0.5090
-500000.000000 294572.119864 953.590572 -240.4354 1020.7375 -234.1729 1027.0000 5.0000 3.5022 0.5094
-500000.000000 294572.119864 1489.335126 -326.0870 1018.4305 -317.5175 1027.0000 5.0000 3.5015 0.5096
-500000.000000 294572.119864 2144.113921 -423.6419 1015.7744 -412.4163 1027.0000 5.0000 3.5016 0.5096
-500000.000000 294572.119864 2917.926957 -549.2566 1013.1406 -535.3972 1027.0000 5.0000 3.5022 0.5094
-500000.000000 294572.119864 3810.774234 -767.0419 1007.2887 -747.3306 1027.0000 5.0000 3.5032 0.5091
-500000.000000 294572.119864 4822.655752 366.6342 2903.2957 363.3384 2900.0000 20.0000 12.6768 0.5982
-500000.000000 294572.119864 5953.571511 182.7130 2867.2220 215.4909 2900.0000 50.0000 25.2550 0.7449
-500000.000000 294572.119864 7203.521511 79.1248 2826.3262 152.7986 2900.0000 100.0000 39.7261 0.8422
-500000.000000 294572.119864 8572.505752 25.7519 2829.3071 96.4448 2900.0000 106.3597 42.9886 0.8366
-500000.000000 294572.119864 10060.524234 205.1960 3100.3525 284.4123 3179.5689 138.3439 50.3790 0.8674
-500000.000000 294572.119864 11667.576957 184.8720 3138.8600 267.2669 3221.2549 148.7771 53.6522 0.8700
-500000.000000 294572.119864 13393.663921 121.0499 3123.8818 264.5414 3267.3733 230.9207 67.8346 0.9137
-500000.000000 294572.119864 15238.785126 100.0868 3140.1461 259.9407 3300.0000 245.3999 70.0088 0.9186
-500000.000000 294572.119864 17202.940572 56.6007 3123.0587 233.5420 3300.0000 258.4339 71.9436 0.9225
-500000.000000 294572.119864 19286.130259 14.1473 3105.2715 208.8758 3300.0000 270.9212 73.5642 0.9263
-500000.000000 294572.119864 21488.354186 -16.2397 3088.1197 195.6406 3300.0000 283.6789 75.1016 0.9299
-500000.000000 294572.119864 23809.612355 -43.3778 3068.9590 187.6632 3300.0000 296.5368 76.9810 0.9326
-500000.000000 318137.889453 60.562355 -17.6468 1025.8920 -16.5388 1027.0000 5.0000 3.5080 0.5078
-500000.000000 318137.889453 239.204186 -123.8429 1022.7379 -119.5809 1027.0000 5.0000 3.5050 0.5086
-500000.000000 318137.889453 536.880259 -168.5202 1021.1295 -162.6497 1027.0000 5.0000 3.5035 0.5090
-500000.000000 318137.889453 953.590572 -242.8554 1018.9242 -234.7796 1027.0000 5.0000 3.5021 0.5094
-500000.000000 318137.889453 1489.335126 -328.8029 1016.5372 -318.3401 1027.0000 5.0000 3.5014 0.5096
-500000.000000 318137.889453 2144.113921 -426.5197 1013.9651 -413.4848 1027.0000 5.0000 3.5015 0.5096
-500000.000000 318137.889453 2917.926957 -552.2322 1011.5519 -536.7842 1027.0000 5.0000 3.5022 0.5094
-500000.000000 318137.889453 3810.774234 -770.2661 1006.0006 -749.2666 1027.0000 5.0000 3.5031 0.5091
-500000.000000 318137.889453 4822.655752 360.8151 2896.5354 364.2797 2900.0000 20.0000 12.6753 0.5983
-500000.000000 318137.889453 5953.571511 196.6212 2880.5720 216.0492 2900.0000 50.0000 25.2494 0.7450
-500000.000000 318137.889453 7203.521511 140.1159 2886.9214 153.1944 2900.0000 100.0000 39.7487 0.8420
-500000.000000 318137.889453 8572.505752 91.3578 2894.6632 96.6946 2900.0000 118.5400 45.3198 0.8538
-500000.000000 318137.889453 10060.524234 263.6023 3158.0220 285.1492 3179.5689 149.1185 52.2071 0.8774
-500000.000000 318137.889453 11667.576957 222.8975 3176.1930 267.9593 3221.2549 158.0812 55.4600 0.8769
-500000.000000 318137.889453 13393.663921 142.9994 3145.1460 265.2267 3267.3733 238.8302 69.1526 0.9162
-500000.000000 318137.889453 15238.785126 100.3424 3139.7283 260.6141 3300.0000 252.0635 71.2235 0.9202
-500000.000000 318137.889453 17202.940572 39.2934 3105.1463 234.1471 3300.0000 264.0224 73.0233 0.9235
-500000.000000 318137.889453 19286.130259 -19.0354 3071.5477 209.4170 3300.0000 275.5996 74.5589 0.9268
-500000.000000 318137.889453 21488.354186 -62.4181 3041.4345 196.1474 3300.0000 287.5944 76.0215 0.9301
-500000.000000 318137.889453 23809.612355 -99.6715 3012.1792 188.1494 3300.0000 299.8155 77.8418 0.9326
-500000.000000 341703.659042 60.562355 -16.4329 1027.1488 -16.5817 1027.0000 5.0000 3.5080 0.5078
-500000.000000 341703.659042 239.204186 -121.7849 1025.1065 -119.8915 1027.0000 5.0000 3.5049 0.5086
-500000.000000 341703.659042 536.880259 -165.6727 1024.3995 -163.0721 1027.0000 5.0000 3.5032 0.5091
-500000.000000 341703.659042 953.590572 -239.5714 1022.8180 -235.3894 1027.0000 5.0000 3.5016 0.5095
-500000.000000 341703.659042 1489.335126 -325.4254 1020.7416 -319.1670 1027.0000 5.0000 3.5010 0.5097
-500000.000000 341703.659042 2144.113921 -423.3849 1018.1739 -414.5587 1027.0000 5.0000 3.5013 0.5096
-500000.000000 341703.659042 2917.926957 -549.6721 1015.5064 -538.1784 1027.0000 5.0000 3.5020 0.5094
-500000.000000 341703.659042 3810.774234 -768.7199 1009.4929 -751.2128 1027.0000 5.0000 3.5031 0.5091
-500000.000000 341703.659042 4822.655752 401.2240 2935.9981 365.2259 2900.0000 20.0000 12.6742 0.5984
-500000.000000 341703.659042 5953.571511 304.3688 2987.7585 216.6104 2900.0000 50.0000 25.2558 0.7449
-500000.000000 341703.659042 7203.521511 283.3357 3029.7434 153.5924 2900.0000 100.0000 39.9687 0.8403
-500000.000000 341703.659042 8572.505752 210.7111 3013.7653 96.9458 2900.0000 137.6008 48.7050 0.8747
-500000.000000 341703.659042 10060.524234 352.2456 3245.9246 285.8898 3179.5689 166.5712 55.0251 0.8909
-500000.000000 341703.659042 11667.576957 277.7911 3230.3907 268.6553 3221.2549 173.6891 57.8748 0.8890
-500000.000000 341703.659042 13393.663921 169.3291 3170.7868 265.9156 3267.3733 252.5227 70.7107 0.9216
-500000.000000 341703.659042 15238.785126 102.1192 3140.8282 261.2910 3300.0000 263.9022 72.5352 0.9245
-500000.000000 341703.659042 17202.940572 23.7055 3088.9503 234.7552 3300.0000 274.1523 74.0796 0.9270
-500000.000000 341703.659042 19286.130259 -47.8736 3042.1655 209.9609 3300.0000 284.2054 75.4295 0.9296
-500000.000000 341703.659042 21488.354186 -100.7632 3002.5799 196.6569 3300.0000 294.8699 76.7231 0.9323
-500000.000000 341703.659042 23809.612355 -144.4110 2966.9509 188.6381 3300.0000 305.9463 78.3787 0.9344
-500000.000000 365269.428631 60.562355 -17.0676 1026.5573 -16.6249 1027.0000 5.0000 3.5081 0.5077
-500000.000000 365269.428631 239.204186 -123.0755 1024.1282 -120.2037 1027.0000 5.0000 3.5054 0.5085
-500000.000000 365269.428631 536.880259 -167.3230 1023.1738 -163.4968 1027.0000 5.0000 3.5040 0.5089
-500000.000000 365269.428631 953.590572 -241.5600 1021.4424 -236.0024 1027.0000 5.0000 3.5024 0.5093
-500000.000000 365269.428631 1489.335126 -327.6406 1019.3575 -319.9981 1027.0000 5.0000 3.5015 0.5096
-500000.000000 365269.428631 2144.113921 -425.7297 1016.9087 -415.6383 1027.0000 5.0000 3.5015 0.5096
-500000.000000 365269.428631 2917.926957 -552.1360 1014.4439 -539.5799 1027.0000 5.0000 3.5021 0.5094
-500000.000000 365269.428631 3810.774234 -771.5047 1008.6644 -753.1691 1027.0000 5.0000 3.5030 0.5092
-500000.000000 365269.428631 4822.655752 392.0485 2925.8715 366.1770 2900.0000 20.0000 12.6752 0.5984
-500000.000000 365269.428631 5953.571511 266.4697 2949.2953 217.1745 2900.0000 50.0000 25.4204 0.7415
-500000.000000 365269.428631 7203.521511 223.7992 2969.8069 153.9923 2900.0000 100.0000 40.3083 0.8375
-500000.000000 365269.428631 8572.505752 152.9019 2955.7037 97.1983 2900.0000 146.8436 50.2025 0.8831
-500000.000000 365269.428631 10060.524234 306.5926 3199.5271 286.6343 3179.5689 174.8258 55.9916 0.8974
-500000.000000 365269.428631 11667.576957 250.7009 3202.6008 269.3549 3221.2549 180.8505 58.2970 0.8961
-500000.000000 365269.428631 13393.663921 150.6807 3151.4459 266.6081 3267.3733 258.5586 70.2515 0.9262
-500000.000000 365269.428631 15238.785126 99.1620 3137.1906 261.9714 3300.0000 268.8479 71.8659 0.9285
-500000.000000 365269.428631 17202.940572 34.0099 3098.6434 235.3666 3300.0000 278.0934 73.2178 0.9307
-500000.000000 365269.428631 19286.130259 -27.7096 3061.7827 210.5077 3300.0000 287.2565 74.4230 0.9329
-500000.000000 365269.428631 21488.354186 -74.2798 3028.5512 197.1690 3300.0000 297.1568 75.5680 0.9353
-500000.000000 365269.428631 23809.612355 -114.3839 2996.4868 189.1293 3300.0000 307.5929 77.0542 0.9372
-500000.000000 388835.198220 60.562355 -17.8951 1025.7732 -16.6683 1027.0000 5.0000 3.5115 0.5068
-500000.000000 388835.198220 239.204186 -125.0819 1022.4356 -120.5175 1027.0000 5.0000 3.5089 0.5075
-500000.000000 388835.198220 536.880259 -170.2715 1020.6522 -163.9237 1027.0000 5.0000 3.5078 0.5078
-500000.000000 388835.198220 953.590572 -245.3540 1018.2646 -236.6186 1027.0000 5.0000 3.5064 0.5082
-500000.000000 388835.198220 1489.335126 -332.1296 1015.7041 -320.8336 1027.0000 5.0000 3.5055 0.5085
-500000.000000 388835.198220 2144.113921 -430.7495 1012.9740 -416.7235 1027.0000 5.0000 3.5055 0.5085
-500000.000000 388835.198220 2917.926957 -557.5550 1010.4337 -540.9888 1027.0000 5.0000 3.5061 0.5083
-500000.000000 388835.198220 3810.774234 -777.4162 1004.7193 -755.1356 1027.0000 5.0000 3.5070 0.5080
-500000.000000 388835.198220 4822.655752 352.8463 2885.7132 367.1331 2900.0000 20.0000 12.7894 0.5911
-500000.000000 388835.198220 5953.571511 160.4953 2842.7538 217.7415 2900.0000 50.0000 25.2087 0.7458
-500000.000000 388835.198220 7203.521511 65.4804 2811.0860 154.3944 2900.0000 100.0000 38.6278 0.8508
-500000.000000 388835.198220 8572.505752 2.4095 2804.9575 97.4520 2900.0000 134.6908 47.0208 0.8781
-500000.000000 388835.198220 10060.524234 185.8782 3078.0644 287.3827 3179.5689 163.3488 52.8555 0.8953
-500000.000000 388835.198220 11667.576957 176.2286 3127.4253 270.0582 3221.2549 170.2448 55.0302 0.8955
-500000.000000 388835.198220 13393.663921 102.7137 3102.7828 267.3042 3267.3733 248.9536 68.4024 0.9245
-500000.000000 388835.198220 15238.785126 89.7299 3127.0744 262.6554 3300.0000 260.2982 70.2623 0.9271
-500000.000000 388835.198220 17202.940572 55.3371 3119.3560 235.9811 3300.0000 270.5883 71.8175 0.9296
-500000.000000 388835.198220 19286.130259 17.2878 3106.2305 211.0573 3300.0000 280.7389 73.1985 0.9320
-500000.000000 388835.198220 21488.354186 -12.9731 3089.3431 197.6838 3300.0000 291.5419 74.4605 0.9348
-500000.000000 388835.198220 23809.612355 -42.6622 3067.7146 189.6231 3300.0000 302.7842 76.0819 0.9369
-500000.000000 412400.967809 60.562355 -17.5098 1026.2021 -16.7119 1027.0000 5.0000 2.4946 0.7511
-500000.000000 412400.967809 239.204186 -124.6957 1023.1373 -120.8330 1027.0000 5.0000 2.4937 0.7513
-500000.000000 412400.967809 536.880259 -169.6941 1021.6587 -164.3528 1027.0000 5.0000 2.4939 0.7512
-500000.000000 412400.967809 953.590572 -244.7938 1019.4442 -237.2380 1027.0000 5.0000 2.4938 0.7512
-500000.000000 412400.967809 1489.335126 -331.7353 1016.9382 -321.6735 1027.0000 5.0000 2.4937 0.7513
-500000.000000 412400.967809 2144.113921 -430.6715 1014.1430 -417.8144 1027.0000 5.0000 2.4938 0.7512
-500000.000000 412400.967809 2917.926957 -558.0078 1011.3972 -542.4050 1027.0000 5.0000 2.4940 0.7512
-500000.000000 412400.967809 3810.774234 -778.8296 1005.2828 -757.1124 1027.0000 5.0000 2.4942 0.7512
-500000.000000 412400.967809 4822.655752 372.1263 2904.0321 368.0942 2900.0000 20.0000 9.7254 0.7635
-500000.000000 412400.967809 5953.571511 197.7278 2879.4163 218.3115 2900.0000 50.0000 22.7042 0.7938
-500000.000000 412400.967809 7203.521511 69.6159 2814.8173 154.7986 2900.0000 100.0000 41.1901 0.8303
-500000.000000 412400.967809 8572.505752 -10.9722 2791.3207 97.7071 2900.0000 130.1177 51.7330 0.8419
-500000.000000 412400.967809 10060.524234 171.8701 3063.3040 288.1350 3179.5689 159.0598 60.5301 0.8552
-500000.000000 412400.967809 11667.576957 184.9573 3135.4470 270.7652 3221.2549 166.3174 63.7485 0.8531
-500000.000000 412400.967809 13393.663921 117.6907 3117.0600 268.0040 3267.3733 245.4315 83.5891 0.8840
-500000.000000 412400.967809 15238.785126 129.1606 3165.8176 263.3430 3300.0000 257.1922 86.3383 0.8873
-500000.000000 412400.967809 17202.940572 115.0850 3178.4862 236.5989 3300.0000 267.8835 88.6372 0.8905
-500000.000000 412400.967809 19286.130259 93.9896 3182.3798 211.6098 3300.0000 278.4043 90.6982 0.8939
-500000.000000 412400.967809 21488.354186 75.8944 3177.6931 198.2013 3300.0000 289.5391 92.6001 0.8977
-500000.000000 412400.967809 23809.612355 54.2810 3164.1614 190.1195 3300.0000 301.0730 94.9995 0.9004
-500000.000000 924183.852603 60.562355 -17.5098 1026.2460 -16.7558 1027.0000 5.0000 2.4946 0.7511
-500000.000000 924183.852603 239.204186 -124.6957 1023.4545 -121.1502 1027.0000 5.0000 2.4937 0.7513
-500000.000000 924183.852603 536.880259 -169.6941 1022.0901 -164.7842 1027.0000 5.0000 2.4939 0.7512
-500000.000000 924183.852603 953.590572 -244.7938 1020.0668 -237.8607 1027.0000 5.0000 2.4938 0.7512
-500000.000000 924183.852603 1489.335126 -331.7353 1017.7825 -322.5178 1027.0000 5.0000 2.4937 0.7513
-500000.000000 924183.852603 2144.113921 -430.6715 1015.2396 -418.9111 1027.0000 5.0000 2.4938 0.7512
-500000.000000 924183.852603 2917.926957 -558.0078 1012.8208 -543.8286 1027.0000 5.0000 2.4940 0.7512
-500000.000000 924183.852603 3810.774234 -778.8296 1007.2699 -759.0995 1027.0000 5.0000 2.4942 0.7512
-500000.000000 924183.852603 4822.655752 372.1263 2903.0660 369.0603 2900.0000 20.0000 9.7254 0.7635
-500000.000000 924183.852603 5953.571511 197.7278 2878.8433 218.8845 2900.0000 50.0000 22.7042 0.7938
-500000.000000 924183.852603 7203.521511 69.6159 2814.4110 155.2049 2900.0000 100.0000 41.1901 0.8303
-500000.000000 924183.852603 8572.505752 -10.9722 2791.0643 97.9636 2900.0000 130.1177 51.7330 0.8419
-500000.000000 924183.852603 10060.524234 171.8701 3062.5477 288.8913 3179.5689 159.0598 60.5301 0.8552
-500000.000000 924183.852603 11667.576957 184.9573 3134.7364 271.4758 3221.2549 166.3174 63.7485 0.8531
-500000.000000 924183.852603 13393.663921 117.6907 3116.3566 268.7074 3267.3733 245.4315 83.5891 0.8840
-500000.000000 924183.852603 15238.785126 129.1606 3165.1264 264.0342 3300.0000 257.1922 86.3383 0.8873
-500000.000000 924183.852603 17202.940572 115.0850 3177.8652 237.2199 3300.0000 267.8835 88.6372 0.8905
-500000.000000 924183.852603 19286.130259 93.9896 3181.8244 212.1652 3300.0000 278.4043 90.6982 0.8939
-500000.000000 924183.852603 21488.354186 75.8944 3177.1729 198.7216 3300.0000 289.5391 92.6001 0.8977
-500000.000000 924183.852603 23809.612355 54.2810 3163.6624 190.6185 3300.0000 301.0730 94.9995 0.9004
9522.545577 -500000.000000 60.562355 -16.4464 1027.3535 -16.7999 1027.0000 5.0000 2.4946 0.7511
9522.545577 -500000.000000 239.204186 -118.4592 1030.0097 -121.4690 1027.0000 5.0000 2.4939 0.7512
9522.545577 -500000.000000 536.880259 -161.2352 1030.9826 -165.2178 1027.0000 5.0000 2.4942 0.7512
9522.545577 -500000.000000 953.590572 -232.7912 1032.6955 -238.4866 1027.0000 5.0000 2.4941 0.7512
9522.545577 -500000.000000 1489.335126 -315.7145 1034.6520 -323.3665 1027.0000 5.0000 2.4940 0.7512
9522.545577 -500000.000000 2144.113921 -410.1562 1036.8572 -420.0135 1027.0000 5.0000 2.4940 0.7512
9522.545577 -500000.000000 2917.926957 -533.2878 1038.9719 -545.2597 1027.0000 5.0000 2.4941 0.7512
9522.545577 -500000.000000 3810.774234 -744.0853 1044.0119 -761.0972 1027.0000 5.0000 2.4944 0.7511
9522.545577 -500000.000000 4822.655752 356.3867 2886.3552 370.0315 2900.0000 20.0000 9.7310 0.7633
9522.545577 -500000.000000 5953.571511 199.3387 2879.8782 219.4605 2900.0000 50.0000 22.7520 0.7929
9522.545577 -500000.000000 7203.521511 142.3153 2886.7020 155.6133 2900.0000 100.0000 41.3301 0.8292
9522.545577 -500000.000000 8572.505752 215.6531 3017.4317 223.2797 3025.0583 169.7136 63.2980 0.8609
9522.545577 -500000.000000 10060.524234 188.3353 3078.2527 199.9977 3089.9151 186.3650 68.5409 0.8647
9522.545577 -500000.000000 11667.576957 119.4486 3068.5132 136.1452 3085.2099 197.4960 71.9372 0.8673
9522.545577 -500000.000000 13393.663921 55.2928 3053.2516 79.9326 3077.8914 209.2536 75.1707 0.8710
9522.545577 -500000.000000 15238.785126 3.2909 3038.5619 37.1718 3072.4428 221.7395 78.2815 0.8754
9522.545577 -500000.000000 17202.940572 -23.9199 3038.2360 16.5627 3078.7186 235.6102 81.4740 0.8804
9522.545577 -500000.000000 19286.130259 -37.4611 3049.8153 17.2826 3104.5591 251.3387 84.7111 0.8864
9522.545577 -500000.000000 21488.354186 -59.5839 3041.1716 22.6593 3123.4148 266.4630 87.4585 0.8923
9522.545577 -500000.000000 23809.612355 -101.1059 3007.7739 14.5349 3123.4148 279.9293 90.0997 0.8964
9522.545577 11782.884795 60.562355 -16.4464 1027.3978 -16.8442 1027.0000 5.0000 2.4946 0.7511
9522.545577 11782.884795 239.204186 -118.4592 1030.3302 -121.7895 1027.0000 5.0000 2.4939 0.7512
9522.545577 11782.884795 536.880259 -161.2352 1031.4185 -165.6537 1027.0000 5.0000 2.4942 0.7512
9522.545577 11782.884795 953.590572 -232.7912 1033.3247 -239.1159 1027.0000 5.0000 2.4941 0.7512
9522.545577 11782.884795 1489.335126 -315.7145 1035.5052 -324.2197 1027.0000 5.0000 2.4940 0.7512
9522.545577 11782.884795 2144.113921 -410.1562 1037.9655 -421.1217 1027.0000 5.0000 2.4940 0.7512
9522.545577 11782.884795 2917.926957 -533.2878 1040.4106 -546.6984 1027.0000 5.0000 2.4941 0.7512
9522.545577 11782.884795 3810.774234 -744.0853 1046.0201 -763.1053 1027.0000 5.0000 2.4944 0.7511
9522.545577 11782.884795 4822.655752 356.3867 2885.3789 371.0078 2900.0000 20.0000 9.7310 0.7633
9522.545577 11782.884795 5953.571511 199.3387 2879.2992 220.0396 2900.0000 50.0000 22.7520 0.7929
9522.545577 11782.884795 7203.521511 142.3153 2886.2914 156.0239 2900.0000 100.0000 41.3301 0.8292
9522.545577 11782.884795 8572.505752 215.6531 3016.8426 223.8688 3025.0583 169.7136 63.2980 0.8609
9522.545577 11782.884795 10060.524234 188.3353 3077.7250 200.5254 3089.9151 186.3650 68.5409 0.8647
9522.545577 11782.884795 11667.576957 119.4486 3068.1540 136.5044 3085.2099 197.4960 71.9372 0.8673
9522.545577 11782.884795 13393.663921 55.2928 3053.0407 80.1435 3077.8914 209.2536 75.1707 0.8710
9522.545577 11782.884795 15238.785126 3.2909 3038.4638 37.2699 3072.4428 221.7395 78.2815 0.8754
9522.545577 11782.884795 17202.940572 -23.9199 3038.1923 16.6064 3078.7186 235.6102 81.4740 0.8804
9522.545577 11782.884795 19286.130259 -37.4611 3049.7697 17.3282 3104.5591 251.3387 84.7111 0.8864
9522.545577 11782.884795 21488.354186 -59.5839 3041.1118 22.7191 3123.4148 266.4630 87.4585 0.8923
9522.545577 11782.884795 23809.612355 -101.1059 3007.7356 14.5733 3123.4148 279.9293 90.0997 0.8964
9522.545577 35348.654384 60.562355 -17.0953 1026.7935 -16.8888 1027.0000 5.0000 3.5117 0.5067
9522.545577 35348.654384 239.204186 -119.9947 1029.1170 -122.1117 1027.0000 5.0000 3.5093 0.5074
